customerID,gender,SeniorCitizen,tenure_months,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets,Churn
C100263,Female,1,65,Two year,Fiber optic,Credit card,60.68,3904.31,1,No
C100101,Male,0,64,One year,DSL,Mailed check,78.69,5052.85,0,Yes
C100275,Male,0,4,Month-to-month,Fiber optic,Electronic check,65.5,239.06,4,Yes
C101866,Male,0,51,Two year,DSL,Bank transfer,23.6,1255.72,0,No
C101302,Female,0,68,One year,No,Bank transfer,51.27,3479.35,1,No
C100249,Male,1,13,Two year,Fiber optic,Credit card,77.64,1002.07,1,Yes
C100833,Male,0,45,One year,No,Credit card,24.59,1136.15,2,No
C101929,Female,0,25,Month-to-month,Fiber optic,Mailed check,84.0,2102.21,2,Yes
C101805,Male,0,51,One year,Fiber optic,Credit card,83.76,4292.85,2,No
C101360,Male,0,4,One year,Fiber optic,Electronic check,,270.68,2,Yes
C100344,Female,1,12,One year,DSL,Electronic check,55.84,648.65,0,No
C100640,Female,0,23,Month-to-month,DSL,Credit card,78.15,1843.17,0,Yes
C100377,Female,1,10,Month-to-month,No,Bank transfer,50.98,514.77,2,Yes
C101405,Male,0,41,One year,DSL,Electronic check,53.09,2229.36,2,No
C100423,Female,0,51,Month-to-month,Fiber optic,Credit card,81.33,4152.2,0,No
C100060,Female,1,34,Two year,Fiber optic,Electronic check,76.03,2562.66,1,Yes
C101920,Male,1,24,Month-to-month,Fiber optic,Mailed check,84.36,2027.08,2,Yes
C100756,Female,0,38,Month-to-month,Fiber optic,Mailed check,74.18,2828.12,1,Yes
C100984,Female,0,69,Month-to-month,DSL,Credit card,63.46,4354.77,0,Yes
C100210,Male,0,4,One year,DSL,Mailed check,60.33,235.28,3,Yes
C100281,Male,0,22,Month-to-month,DSL,Mailed check,37.73,814.84,2,No
C101665,Male,0,30,One year,Fiber optic,Electronic check,72.27,2202.99,1,No
C100649,Female,0,44,Month-to-month,DSL,Credit card,70.15,3068.23,2,No
C101120,Male,0,38,One year,Fiber optic,Credit card,75.42,2834.17,0,No
C101624,Female,0,64,Month-to-month,Fiber optic,Mailed check,75.7,4846.18,1,Yes
C101236,Male,0,61,Month-to-month,Fiber optic,Credit card,75.12,4602.62,2,Yes
C100983,Female,0,0,Month-to-month,Fiber optic,Credit card,94.66, ,0,Yes
C101192,Male,0,41,Month-to-month,Fiber optic,Credit card,68.33,2797.38,0,No
C100899,Female,0,59,One year,No,Credit card,29.42,1741.32,2,No
C100324,Female,0,68,Month-to-month,Fiber optic,Electronic check,77.87,5290.87,2,Yes
C101106,Male,0,10,Month-to-month,Fiber optic,Bank transfer,81.22,825.56,1,Yes
C101698,Male,0,5,Two year,DSL,Electronic check,48.73,212.28,1,No
C100028,Female,0,38,Month-to-month,No,Electronic check,15.0,609.31,2,No
C100832,Male,0,31,One year,DSL,Bank transfer,56.99,1756.78,1,No
C101028,Female,0,32,One year,Fiber optic,Bank transfer,79.69,2571.33,0,Yes
C101484,Male,0,1,Two year,DSL,Bank transfer,77.45,94.23,0,No
C101002,Female,1,70,One year,Fiber optic,Credit card,71.03,4972.73,1,No
C101789,Female,0,67,Month-to-month,DSL,Mailed check,55.37,3669.34,3,Yes
C100224,Female,0,27,Month-to-month,Fiber optic,Credit card,51.54,1385.54,2,Yes
C101842,Female,0,63,Month-to-month,DSL,Bank transfer,47.65,3030.4,0,No
C101182,Female,0,4,Month-to-month,Fiber optic,Bank transfer,57.89,275.93,1,Yes
C100838,Male,0,4,Month-to-month,No,Electronic check,36.85,161.22,1,No
C101409,Male,1,4,Two year,DSL,Mailed check,46.07,165.98,1,No
C100933,Female,0,45,Month-to-month,Fiber optic,Mailed check,67.1,3027.65,0,No
C100872,Male,1,72,One year,Fiber optic,Mailed check,73.7,5306.29,5,No
C101481,Male,0,15,Month-to-month,No,Electronic check,51.66,785.3,0,Yes
C101102,Female,0,47,Month-to-month,Fiber optic,Mailed check,75.4,3550.89,0,Yes
C101965,Female,0,42,Month-to-month,No,Bank transfer,42.44,1778.54,0,Yes
C100619,Male,0,5,Month-to-month,DSL,Credit card,34.82,160.58,2,Yes
C101466,Female,0,48,One year,DSL,Bank transfer,43.39,2053.39,0,No
C101094,Male,1,71,Two year,Fiber optic,Credit card,70.96,5049.65,2,Yes
C100151,Male,1,66,Month-to-month,Fiber optic,Mailed check,90.66,5967.18,2,Yes
C100215,Male,0,47,Month-to-month,DSL,Credit card,59.43,2758.23,1,No
C100098,Female,1,57,One year,Fiber optic,Mailed check,78.48,4454.35,2,No
C100768,Male,0,37,Month-to-month,No,Bank transfer,27.22,1035.91,2,No
C101499,Female,0,14,Month-to-month,DSL,Bank transfer,60.07,852.37,1,Yes
C101764,Female,0,34,Month-to-month,Fiber optic,Credit card,70.26,2390.5,2,Yes
C100810,Male,0,59,Month-to-month,DSL,Credit card,37.84,2223.83,2,No
C101480,Male,0,47,Month-to-month,Fiber optic,Mailed check,77.38,3674.0,1,Yes
C100012,Female,0,47,Two year,DSL,Mailed check,35.35,1669.23,2,No
C101594,Female,0,35,One year,Fiber optic,Bank transfer,78.93,2767.91,2,Yes
C101397,Female,0,1,Month-to-month,DSL,Electronic check,61.73,82.22,3,Yes
C100167,Male,0,57,Month-to-month,Fiber optic,Bank transfer,70.84,4063.14,0,Yes
C100643,Male,0,31,Month-to-month,DSL,Bank transfer,60.03,1877.28,0,No
C101098,Male,0,17,Two year,DSL,Bank transfer,60.66,1049.05,3,Yes
C100188,Male,0,9,Month-to-month,Fiber optic,Mailed check,68.65,606.54,1,No
C101088,Female,0,9,Two year,DSL,Credit card,66.12,599.67,0,No
C100043,Male,0,54,Two year,No,Mailed check,37.23,2018.04,1,No
C101989,Female,0,17,Month-to-month,No,Mailed check,15.0,248.05,0,No
C100009,Male,0,6,One year,No,Credit card,28.08,185.94,4,Yes
C101348,Female,0,67,One year,DSL,Mailed check,63.2,4217.97,0,No
C100147,Male,0,52,One year,DSL,Mailed check,36.93,1887.58,2,No
C101592,Male,0,39,One year,No,Mailed check,25.62,1008.14,0,No
C100013,Female,1,43,Month-to-month,Fiber optic,Bank transfer,65.45,2826.49,2,No
C100389,Male,0,47,One year,DSL,Credit card,74.03,3505.45,1,No
C101285,Male,0,59,Month-to-month,No,Electronic check,34.11,2054.79,0,No
C101670,Female,0,5,One year,No,Mailed check,15.0,74.18,0,No
C100674,Female,0,41,One year,Fiber optic,Mailed check,79.58,3273.96,2,No
C100978,Male,0,45,Two year,Fiber optic,Electronic check,68.79,3102.45,1,No
C101206,Female,0,72,Month-to-month,Fiber optic,Mailed check,65.46,4714.76,2,No
C101522,Male,0,34,Month-to-month,Fiber optic,Electronic check,65.52,2227.2,2,Yes
C100975,Male,0,54,Month-to-month,DSL,Electronic check,31.13,1697.78,2,No
C101269,Male,1,42,Month-to-month,Fiber optic,Electronic check,73.32,3077.24,2,Yes
C100594,Male,0,69,Month-to-month,No,Electronic check,15.0,1072.96,0,No
C101331,Female,0,30,One year,No,Bank transfer,22.87,699.36,0,No
C100717,Male,0,49,One year,No,Credit card,15.0,705.37,1,No
C101390,Male,0,72,One year,DSL,Bank transfer,63.28,4532.83,1,No
C101385,Male,0,6,One year,Fiber optic,Electronic check,58.6,328.94,0,Yes
C101800,Male,1,31,Month-to-month,DSL,Electronic check,43.19,1344.6,3,Yes
C101580,Male,0,0,One year,DSL,Credit card,45.77, ,2,Yes
C101759,Female,0,30,Month-to-month,Fiber optic,Mailed check,104.75,3161.07,1,Yes
C100463,Male,0,8,Two year,DSL,Electronic check,64.14,512.59,1,No
C101118,Female,0,31,Month-to-month,DSL,Credit card,70.07,2173.64,0,No
C101227,Female,0,64,Month-to-month,DSL,Electronic check,44.24,2830.61,1,No
C100540,Female,0,68,Month-to-month,No,Credit card,20.27,1420.64,1,Yes
C100025,Female,0,55,Two year,No,Bank transfer,18.17,990.46,4,No
C100630,Female,0,35,Month-to-month,Fiber optic,Bank transfer,63.21,2224.48,3,Yes
C101463,Male,0,66,One year,No,Bank transfer,35.17,2293.86,0,No
C101346,Female,1,2,One year,DSL,Mailed check,43.41,77.87,1,No
C100848,Female,0,25,Month-to-month,DSL,Electronic check,71.62,1762.95,0,No
C100115,Female,0,11,Month-to-month,Fiber optic,Mailed check,70.86,806.71,2,Yes
C100024,Female,0,35,One year,No,Electronic check,15.0,520.22,1,No
C100370,Male,0,72,Month-to-month,No,Electronic check,38.78,2791.03,2,No
C100586,Female,0,39,Month-to-month,DSL,Bank transfer,39.84,1549.39,3,No
C100096,Male,0,49,One year,DSL,Mailed check,73.87,3659.25,0,No
C100565,Male,0,20,One year,Fiber optic,Mailed check,62.5,1290.28,0,No
C100972,Male,0,15,Month-to-month,DSL,Bank transfer,59.16,876.69,1,Yes
C101453,Male,0,70,Month-to-month,Fiber optic,Credit card,88.86,6211.8,1,No
C100099,Male,0,18,Two year,DSL,Bank transfer,45.84,840.15,1,No
C101513,Male,0,19,Month-to-month,Fiber optic,Mailed check,68.99,1296.56,2,Yes
C101500,Female,0,62,Month-to-month,Fiber optic,Bank transfer,59.82,3695.46,2,No
C101927,Male,0,19,Two year,Fiber optic,Bank transfer,86.14,1646.07,1,No
C100357,Female,0,0,Month-to-month,No,Bank transfer,15.0, ,1,Yes
C101351,Male,1,64,One year,DSL,Bank transfer,46.83,2993.54,2,No
C100817,Male,0,36,Month-to-month,DSL,Credit card,51.39,1858.86,2,No
C101623,Male,1,10,One year,DSL,Credit card,70.3,674.16,1,No
C101146,Female,0,64,Two year,DSL,Bank transfer,74.18,4746.25,1,No
C101747,Male,0,8,Two year,Fiber optic,Credit card,57.13,481.79,2,No
C101806,Male,0,17,One year,Fiber optic,Bank transfer,63.81,1095.97,0,No
C101587,Male,0,11,Month-to-month,No,Bank transfer,30.39,339.29,1,No
C101716,Female,0,49,Two year,Fiber optic,Credit card,94.1,4608.7,1,No
C101226,Male,0,1,Month-to-month,DSL,Credit card,58.73,75.06,2,Yes
C100270,Male,1,36,Two year,Fiber optic,Electronic check,57.18,2058.99,1,No
C100118,Male,0,36,Month-to-month,No,Bank transfer,,1405.35,0,No
C100117,Male,0,15,Two year,DSL,Bank transfer,39.75,570.12,3,No
C101914,Male,0,9,Month-to-month,No,Credit card,47.09,460.74,1,No
C100556,Female,1,10,One year,No,Credit card,28.43,301.77,0,No
C100684,Male,0,27,Two year,DSL,Mailed check,57.55,1576.38,0,No
C101241,Female,0,45,Month-to-month,DSL,Credit card,52.18,2384.3,3,Yes
C100506,Female,0,69,Month-to-month,No,Bank transfer,15.0,1050.32,0,No
C101702,Female,0,36,Month-to-month,Fiber optic,Electronic check,88.2,3195.0,1,Yes
C100164,male,0,18,One year,No,Mailed check,15.0,269.93,1,Yes
C100740,Female,0,0,Month-to-month,Fiber optic,Mailed check,72.61, ,1,Yes
C101493,Male,1,18,Month-to-month,DSL,Bank transfer,62.55,1127.73,0,Yes
C101802,Male,0,53,One year,Fiber optic,Mailed check,67.54,3568.83,2,No
C100465,Female,0,37,Month-to-month,No,Credit card,19.91,710.68,1,No
C101157,Female,0,54,One year,No,Bank transfer,20.68,1171.65,0,No
C101233,Female,1,26,Month-to-month,Fiber optic,Bank transfer,93.88,2419.97,1,Yes
C100142,Male,0,38,Month-to-month,DSL,Electronic check,67.51,2614.07,1,Yes
C100113,Male,1,45,Month-to-month,No,Bank transfer,26.28,1209.09,2,No
C101072,Female,0,44,Month-to-month,DSL,Credit card,50.92,2193.87,1,Yes
C101384,Male,0,45,Month-to-month,DSL,Electronic check,42.42,1911.6,0,No
C100378,Male,0,42,Two year,DSL,Mailed check,46.01,1966.16,1,No
C100063,Female,0,4,One year,Fiber optic,Mailed check,57.67,261.73,1,Yes
C100488,Female,1,9,Month-to-month,DSL,Electronic check,57.46,490.12,0,No
C100637,Male,1,6,One year,Fiber optic,Mailed check,59.02,340.61,0,Yes
C100186,Male,0,28,Month-to-month,Fiber optic,Credit card,81.35,2274.35,2,Yes
C101345,Female,0,21,Month-to-month,Fiber optic,Credit card,72.08,1500.19,1,Yes
C101275,Female,0,15,One year,Fiber optic,Mailed check,83.83,1262.63,3,Yes
C100635,Female,0,7,Month-to-month,DSL,Credit card,67.77,498.27,1,Yes
C100294,Female,0,4,Two year,DSL,Credit card,56.16,236.16,3,Yes
C100875,Female,0,23,One year,Fiber optic,Credit card,76.79,1788.0,5,Yes
C100453,Male,1,49,One year,DSL,Bank transfer,54.04,2677.37,2,No
C100286,Male,0,5,Two year,Fiber optic,Bank transfer,72.04,336.88,1,No
C101873,Female,0,25,Month-to-month,DSL,Electronic check,43.85,1090.96,0,No
C101966,Male,0,15,One year,Fiber optic,Credit card,76.6,1110.28,1,No
C100300,Male,0,24,Month-to-month,DSL,Bank transfer,61.49,1466.33,0,No
C100841,Female,0,62,Month-to-month,No,Mailed check,15.0,925.12,3,No
C100315,Female,0,4,One year,Fiber optic,Electronic check,86.27,345.25,2,No
C100895,Female,0,55,Month-to-month,DSL,Bank transfer,46.6,2541.78,3,Yes
C100707,Female,0,24,Month-to-month,Fiber optic,Electronic check,78.03,1900.57,2,Yes
C100359,Female,0,37,One year,Fiber optic,Mailed check,68.02,2548.56,2,No
C100130,Female,1,5,One year,DSL,Mailed check,50.85,287.0,1,No
C101137,Male,0,61,Month-to-month,DSL,Bank transfer,57.18,3480.46,1,No
C100728,Male,0,9,One year,Fiber optic,Mailed check,74.91,637.05,1,No
C100189,Male,0,33,Month-to-month,Fiber optic,Electronic check,68.44,2226.2,1,Yes
C100027,Female,0,50,One year,DSL,Mailed check,57.1,2866.09,1,No
C101567,Female,0,16,Month-to-month,Fiber optic,Mailed check,96.17,1534.46,0,Yes
C101923,Male,0,9,Month-to-month,Fiber optic,Mailed check,74.93,682.82,1,Yes
C100918,Male,0,5,Two year,DSL,Bank transfer,70.49,376.32,1,Yes
C100746,Female,0,0,Month-to-month,Fiber optic,Credit card,64.62, ,2,Yes
C101228,Male,0,66,Month-to-month,DSL,Bank transfer,78.28,5186.27,1,No
C100947,Male,1,29,One year,Fiber optic,Electronic check,79.36,2307.27,1,Yes
C100757,Male,1,33,Two year,No,Mailed check,15.28,502.26,1,No
C100738,Female,0,27,Month-to-month,Fiber optic,Mailed check,71.53,1939.7,3,Yes
C101571,Male,0,67,Month-to-month,No,Electronic check,15.0,1018.63,0,No
C101171,Female,0,58,One year,Fiber optic,Mailed check,72.9,4278.16,3,No
C100266,Male,0,50,Month-to-month,DSL,Electronic check,46.68,2312.3,1,No
C101223,Female,0,23,Month-to-month,DSL,Bank transfer,48.65,1109.3,0,Yes
C101504,Female,0,55,Two year,Fiber optic,Credit card,67.87,3712.3,0,No
C100075,Male,0,0,Month-to-month,Fiber optic,Mailed check,67.64, ,1,Yes
C101443,Male,0,37,One year,DSL,Mailed check,64.24,2382.18,0,No
C101308,Male,0,55,Month-to-month,DSL,Electronic check,41.4,2275.52,0,No
C101707,Female,0,28,Two year,Fiber optic,Bank transfer,55.21,1540.17,1,No
C100948,Female,0,27,One year,Fiber optic,Electronic check,80.81,2170.73,0,No
C101194,Female,0,54,Two year,Fiber optic,Credit card,57.5,3128.95,2,Yes
C101277,Female,0,58,One year,Fiber optic,Bank transfer,68.53,3951.56,5,Yes
C101316,Female,0,49,Month-to-month,No,Electronic check,23.33,1147.09,1,No
C101333,Female,0,15,Month-to-month,Fiber optic,Mailed check,80.7,1205.7,0,Yes
C101051,Male,0,31,Month-to-month,DSL,Credit card,60.39,1860.56,0,Yes
C100180,Female,0,28,One year,DSL,Electronic check,60.7,1701.9,1,No
C100758,Male,1,21,Month-to-month,Fiber optic,Mailed check,72.43,1525.38,4,Yes
C100657,Female,1,36,Month-to-month,No,Credit card,26.02,947.83,1,Yes
C101734,Female,0,0,Month-to-month,No,Credit card,34.0, ,0,Yes
C100376,Female,0,10,One year,DSL,Mailed check,55.22,526.47,1,No
C101900,Female,0,8,Two year,Fiber optic,Electronic check,81.02,661.54,1,No
C100023,Female,0,64,Two year,No,Bank transfer,19.48,1245.29,5,No
C100346,Female,0,40,One year,No,Electronic check,19.14,789.12,2,No
C101645,Male,1,39,Month-to-month,DSL,Bank transfer,67.35,2655.87,0,No
C101857,Female,0,10,Month-to-month,DSL,Mailed check,,752.13,0,Yes
C101724,Female,0,64,Two year,No,Credit card,25.85,1662.73,2,No
C100008,Male,0,5,Month-to-month,Fiber optic,Credit card,71.77,314.95,2,Yes
C100228,Female,1,0,One year,Fiber optic,Credit card,66.13, ,1,Yes
C100489,Female,0,8,Month-to-month,No,Credit card,29.44,232.55,2,No
C100213,Male,0,24,Month-to-month,Fiber optic,Mailed check,76.04,1848.78,0,No
C100835,Female,0,57,Two year,DSL,Credit card,77.86,4459.86,1,No
C100688,Male,0,51,Two year,Fiber optic,Bank transfer,83.13,4239.78,0,No
C100449,Male,0,10,Month-to-month,Fiber optic,Mailed check,74.71,734.69,1,Yes
C101412,Male,0,48,Month-to-month,DSL,Bank transfer,43.85,2094.21,1,Yes
C100015,Female,0,8,Month-to-month,DSL,Credit card,35.68,270.16,0,No
C101573,Female,0,70,Two year,Fiber optic,Bank transfer,71.92,5002.88,1,No
C101783,Female,0,48,Two year,DSL,Bank transfer,52.1,2496.75,3,No
C101782,Male,0,61,Month-to-month,Fiber optic,Electronic check,77.78,4753.89,3,Yes
C101457,Male,0,51,One year,No,Electronic check,35.73,1838.25,2,No
C100957,Female,0,68,Month-to-month,Fiber optic,Mailed check,84.27,5751.78,1,No
C100546,Male,0,50,Two year,DSL,Bank transfer,69.46,3482.49,2,No
C101162,Female,0,45,Month-to-month,Fiber optic,Electronic check,81.45,3666.81,1,Yes
C100660,Male,0,4,One year,DSL,Mailed check,70.02,261.78,3,Yes
C100354,Female,1,53,Two year,DSL,Electronic check,51.37,2753.6,1,No
C100748,Male,0,26,Two year,Fiber optic,Mailed check,98.1,2526.49,3,Yes
C100207,Female,0,55,Month-to-month,DSL,Bank transfer,48.47,2652.92,2,Yes
C101156,Male,0,53,Month-to-month,No,Mailed check,19.76,1033.47,2,No
C100739,Female,0,32,One year,DSL,Electronic check,61.84,2015.86,4,No
C101083,Female,0,39,Month-to-month,DSL,Electronic check,52.39,2015.87,0,No
C100416,Female,0,15,Month-to-month,Fiber optic,Credit card,73.12,1085.91,2,Yes
C101432,Male,0,27,One year,Fiber optic,Mailed check,86.94,2322.2,1,No
C101067,Female,1,11,Month-to-month,No,Credit card,34.27,371.64,3,Yes
C101598,Female,1,1,One year,Fiber optic,Mailed check,63.11,55.92,1,No
C100701,Female,1,2,Month-to-month,Fiber optic,Credit card,67.49,117.75,1,Yes
C100442,Male,0,39,Two year,No,Credit card,15.0,552.35,4,No
C101426,Female,0,42,Two year,No,Electronic check,53.99,2238.72,1,No
C101449,Male,0,59,Month-to-month,Fiber optic,Bank transfer,73.07,4324.13,0,No
C100536,Male,0,25,One year,DSL,Bank transfer,57.38,1460.53,0,No
C100348,Male,0,34,Month-to-month,Fiber optic,Electronic check,59.26,1994.98,1,Yes
C101420,Female,0,52,Month-to-month,DSL,Bank transfer,30.12,1533.89,1,Yes
C100403,Female,0,67,Month-to-month,Fiber optic,Credit card,70.96,4720.73,3,No
C100362,Male,0,55,One year,Fiber optic,Credit card,54.11,2990.41,0,No
C100026,Male,1,32,One year,DSL,Electronic check,54.52,1750.52,0,No
C101116,Female,0,37,One year,Fiber optic,Mailed check,72.27,2723.5,1,No
C101177,Male,0,56,Month-to-month,No,Mailed check,46.53,2651.08,0,No
C100177,Male,0,39,Two year,Fiber optic,Mailed check,85.91,3355.01,3,No
C101937,Female,0,31,Month-to-month,DSL,Credit card,42.65,1316.07,2,No
C100879,Female,0,43,Month-to-month,DSL,Electronic check,60.48,2592.96,2,Yes
C101901,Female,1,31,Month-to-month,Fiber optic,Mailed check,58.7,1813.6,0,Yes
C100755,Male,0,66,Month-to-month,DSL,Credit card,43.46,2879.63,3,No
C100252,male,0,20,Month-to-month,Fiber optic,Mailed check,52.51,1077.34,1,No
C100414,Male,0,17,Month-to-month,Fiber optic,Bank transfer,89.69,1484.59,0,No
C100558,Female,0,69,Month-to-month,No,Credit card,38.69,2645.8,1,Yes
C100553,Male,0,35,One year,DSL,Mailed check,34.64,1216.97,0,No
C100193,Male,1,6,Two year,Fiber optic,Electronic check,58.27,349.44,0,No
C101502,Male,1,54,Month-to-month,DSL,Mailed check,76.37,4138.65,2,Yes
C100704,Male,0,65,Month-to-month,Fiber optic,Bank transfer,82.65,5368.78,2,Yes
C101491,Male,0,52,One year,No,Mailed check,24.16,1251.76,2,No
C100445,Female,0,55,Month-to-month,DSL,Mailed check,,3563.59,1,No
C100788,Female,1,18,Month-to-month,Fiber optic,Mailed check,82.21,1507.56,4,Yes
C101936,Male,0,13,Month-to-month,DSL,Bank transfer,45.52,599.15,0,No
C101799,Female,0,14,Month-to-month,DSL,Electronic check,37.52,485.63,0,Yes
C101464,Female,0,32,Month-to-month,No,Bank transfer,33.53,1054.04,2,Yes
C100451,Female,0,58,Two year,DSL,Electronic check,49.53,2872.64,0,No
C101399,male,0,31,Month-to-month,Fiber optic,Electronic check,72.49,2242.33,0,No
C100464,Male,0,9,Month-to-month,Fiber optic,Bank transfer,66.6,580.62,3,Yes
C100687,Female,0,7,Month-to-month,No,Mailed check,28.13,221.84,2,Yes
C100458,Female,1,25,Month-to-month,Fiber optic,Mailed check,86.65,2174.05,2,Yes
C101376,Female,1,44,Month-to-month,DSL,Electronic check,53.57,2357.05,2,Yes
C100943,Male,0,32,Two year,Fiber optic,Credit card,84.98,2715.29,1,Yes
C101617,Female,1,68,Two year,Fiber optic,Credit card,60.33,4074.18,0,No
C100747,Male,0,11,One year,Fiber optic,Mailed check,91.12,1002.68,1,Yes
C100369,Female,0,4,Month-to-month,Fiber optic,Mailed check,75.27,272.9,2,Yes
C100484,Male,0,52,Two year,No,Electronic check,35.77,1865.48,2,No
C101352,Male,0,27,One year,No,Electronic check,15.0,388.45,1,No
C101187,Female,0,6,Month-to-month,DSL,Mailed check,53.65,321.5,0,Yes
C100307,Female,0,9,Month-to-month,No,Credit card,27.36,242.97,1,Yes
C100285,Female,1,72,Month-to-month,Fiber optic,Mailed check,77.23,5517.97,2,Yes
C100623,Male,0,68,Two year,Fiber optic,Mailed check,74.71,5074.26,0,No
C101473,Male,0,18,Month-to-month,Fiber optic,Bank transfer,84.52,1558.88,1,Yes
C100700,Female,1,64,Two year,DSL,Bank transfer,68.17,4347.76,2,No
C101810,Male,0,36,Month-to-month,DSL,Bank transfer,65.18,2340.44,0,Yes
C100925,Female,0,0,Month-to-month,DSL,Bank transfer,53.65, ,1,No
C101095,Male,0,72,One year,DSL,Bank transfer,,5015.64,0,No
C101709,Male,0,44,One year,Fiber optic,Bank transfer,66.95,2979.76,2,No
C100953,male,1,60,Two year,Fiber optic,Credit card,104.75,6332.05,0,No
C101946,Male,0,52,Month-to-month,No,Credit card,27.52,1430.61,2,Yes
C100715,Female,0,35,Month-to-month,No,Electronic check,29.69,1023.34,0,Yes
C101912,Male,0,14,Month-to-month,Fiber optic,Electronic check,67.59,950.37,0,Yes
C101257,Female,0,46,Month-to-month,No,Mailed check,41.72,1952.04,0,No
C100097,Female,0,67,One year,Fiber optic,Bank transfer,87.12,5804.69,4,Yes
C101361,Male,0,53,Month-to-month,Fiber optic,Electronic check,73.37,3873.55,1,No
C101073,Female,1,16,Month-to-month,Fiber optic,Electronic check,76.92,1193.25,1,Yes
C100765,Female,0,67,Month-to-month,Fiber optic,Electronic check,71.56,4804.68,0,No
C100139,Male,0,32,One year,Fiber optic,Credit card,85.33,2718.08,1,No
C100802,Female,0,38,Month-to-month,Fiber optic,Bank transfer,67.59,2555.99,0,Yes
C100936,Male,0,35,Month-to-month,No,Bank transfer,19.95,686.69,2,No
C101892,Female,0,23,Month-to-month,DSL,Credit card,39.25,897.01,2,Yes
C101438,Male,0,42,Two year,DSL,Credit card,45.86,1909.99,2,No
C101489,Female,0,6,One year,DSL,Bank transfer,33.4,205.06,1,No
C101329,Male,0,17,Month-to-month,Fiber optic,Electronic check,60.44,1010.09,5,Yes
C101666,Female,1,41,Month-to-month,Fiber optic,Bank transfer,49.09,2037.42,0,No
C101653,Female,0,19,Month-to-month,DSL,Bank transfer,60.05,1149.95,1,Yes
C100128,Female,0,23,One year,Fiber optic,Mailed check,64.09,1501.48,1,No
C100691,Female,1,49,Month-to-month,DSL,Bank transfer,64.35,3135.14,2,Yes
C100885,Female,0,2,Two year,No,Mailed check,19.43,51.06,0,No
C101231,female,0,50,Two year,DSL,Bank transfer,33.73,1647.72,0,No
C101770,Male,0,16,Two year,DSL,Credit card,82.52,1361.19,2,No
C100522,Male,1,11,One year,DSL,Electronic check,56.36,641.1,1,Yes
C100264,female,0,39,One year,Fiber optic,Electronic check,53.3,2071.68,1,Yes
C101159,Male,0,5,Month-to-month,DSL,Electronic check,,318.44,2,No
C101436,Male,0,59,Two year,DSL,Electronic check,49.69,2925.93,0,No
C101591,Male,1,47,One year,No,Bank transfer,48.26,2278.5,0,No
C100631,Male,1,4,Month-to-month,DSL,Bank transfer,49.01,182.64,1,Yes
C100498,Female,0,22,Two year,Fiber optic,Electronic check,68.83,1510.9,1,No
C101980,Female,0,64,Month-to-month,Fiber optic,Electronic check,77.34,4999.84,0,No
C101363,Male,1,12,Two year,No,Bank transfer,38.11,454.81,1,No
C101660,Female,1,44,Month-to-month,Fiber optic,Electronic check,94.83,4180.43,1,No
C101152,Male,0,10,Month-to-month,No,Bank transfer,54.24,533.99,0,No
C100432,Female,0,18,Two year,DSL,Bank transfer,75.2,1407.13,0,No
C101158,Male,0,11,Month-to-month,DSL,Electronic check,44.95,485.79,1,Yes
C101240,Female,0,36,Month-to-month,Fiber optic,Electronic check,72.65,2620.71,0,Yes
C100068,Male,0,10,Two year,DSL,Mailed check,76.49,765.13,2,No
C100935,Female,0,21,Month-to-month,Fiber optic,Bank transfer,80.29,1691.96,1,Yes
C101039,Female,0,55,One year,No,Electronic check,38.76,2146.41,1,No
C101199,Female,0,31,Month-to-month,Fiber optic,Mailed check,57.83,1770.15,1,Yes
C101853,Male,0,39,Month-to-month,Fiber optic,Bank transfer,54.17,2118.07,1,No
C100573,Male,0,45,Month-to-month,Fiber optic,Mailed check,72.84,3290.36,3,No
C100334,Male,1,4,Two year,Fiber optic,Bank transfer,79.52,321.97,1,Yes
C100338,Male,1,58,Month-to-month,DSL,Electronic check,51.97,3030.26,1,Yes
C101343,Female,0,44,One year,DSL,Mailed check,56.73,2486.0,0,Yes
C100664,Female,1,50,One year,DSL,Credit card,44.16,2204.27,2,No
C100383,male,1,1,Month-to-month,Fiber optic,Credit card,68.44,76.95,0,Yes
C101814,Female,0,33,Month-to-month,Fiber optic,Electronic check,77.84,2570.59,1,Yes
C100055,Male,0,62,Two year,DSL,Bank transfer,42.29,2630.23,1,No
C101643,Female,1,45,Month-to-month,Fiber optic,Mailed check,61.81,2791.23,2,Yes
C100971,Male,1,54,Month-to-month,Fiber optic,Credit card,68.57,3702.51,4,Yes
C100699,male,0,28,One year,Fiber optic,Electronic check,98.0,2737.12,1,Yes
C101535,Male,0,24,One year,No,Credit card,28.99,714.28,1,No
C100721,Female,0,23,Month-to-month,Fiber optic,Electronic check,81.61,1881.41,2,Yes
C101682,Male,0,62,Month-to-month,Fiber optic,Mailed check,59.88,3690.68,1,Yes
C100170,Male,0,39,Two year,No,Bank transfer,25.16,993.69,2,No
C101150,Male,0,43,One year,Fiber optic,Electronic check,91.72,3917.98,0,No
C100956,Male,0,12,Two year,DSL,Electronic check,57.22,675.88,0,No
C100326,Male,0,3,Month-to-month,No,Mailed check,15.0,5.22,1,Yes
C100503,Female,0,40,Month-to-month,No,Electronic check,18.33,700.74,0,No
C101836,Female,0,28,Two year,DSL,Electronic check,66.43,1873.69,0,No
